category,brand_name,product_name,review_title,review_detail,review_date,review_views
체다,사토리,헤리티지 체다,['누가 먹어도 맛있는 부드러운 치즈 '],"
아이가 너무 좋아해서 자꾸만 사래요 ㅎㅎ 리조또 위에 뿌려주면 너무 잘먹어요. 샐러드에도 팍팍~
",['2020-06-24'],['12']
체다,사토리,헤리티지 체다,['맛있어요 '],"
고민하다 후기가 좋아서 구매했는데, 씹을수록 고소하고 맛있습니다.
",['2020-06-19'],['1']
체다,사토리,헤리티지 체다,['누구나 좋아할 맛 ㅎㅎ '],"
적당한 염도에 농축된 치즈맛, 맛있습니다.
유통기한은 8월 18일, 두달이상 남음.
",['2020-06-16'],['10']
체다,사토리,헤리티지 체다,['맛이 '],"
풍부한 치즈인거 같아요. 먹던 치즈가 계속 품절이라 요게 후기 좋아서 한 번 주문해봤어요. 나 체다치즈다ㅎ하는 깊은 맛인거 같네요
",['2020-06-15'],['6']
체다,사토리,헤리티지 체다,['샌드위치용 '],"
샌드위치 해서 먹으려고 샀어요.
풍미도 좋고 맛있어요.
",['2020-06-15'],['8']
체다,사토리,헤리티지 체다,['???? '],"
치즈를 잘 알지 못하지만 해보고싶은 요리가 있어 처음으로 구매했어요
당연한 얘기지만 슬라이스 치즈랑 차원이 다르네요
파스타에도 갈아 넣었더니 고소하면서 맛있고
카넬로니 할때도 넣었는데 대만족 입니다
앞으로 슬라이스 치즈 못사먹겠어요
다 똑같은 치즈인줄 알았는데 다르네요 ㅎㅎ
많이 넣어서 먹어도 짜지않고 고소하니 맛있습니다
",['2020-06-14'],['1']
체다,사토리,헤리티지 체다,['맛있어요 '],"
맛이 세지 않고 다른 재료랑 잘 어우러져요
",['2020-06-13'],['1']
체다,사토리,헤리티지 체다,['맛있어요 '],"
재구매 할꺼에요. 빵도 크랙커에도 와인에도 모두 잘 어울려요
",['2020-05-31'],['2']
체다,사토리,헤리티지 체다,['사토리는 처음 이지만 '],"
처음 주문하지만 워낙
컬리를 믿으니 맛있을꺼라는 생각이 들어요
행복한 시간을 채워주는 컬리에게 고맙습니다 
치즈 잘먹겠습니다
",['2020-05-22'],['16']
체다,사토리,헤리티지 체다,['막 쓰기 좋아여 '],"
부드럽고 특유의 진한향 없어서 8세 첫째도 너무 좋아해요. 주로 샐러드에 넣는데 누구에게나 크게 불호없어요.
",['2020-05-21'],['10']
체다,사토리,헤리티지 체다,['아이가 너무 좋아해서... '],"
자꾸 제 샐러드용으로 산걸 뺏어먹네요
",['2020-05-21'],['13']
체다,사토리,헤리티지 체다,['좋아요 '],"
샐러드에 넣어서 먹으니 너무 좋아요
",['2020-05-10'],['3']
체다,사토리,헤리티지 체다,['아이가 너무 좋아해서 '],"
제걸로 샀는데 아이가 자꾸만 먹어요 ㅎㅎ 약간 말랑하지만 갈아서 파스타에 얹어줘도 잘먹어요
",['2020-05-03'],['11']
체다,사토리,헤리티지 체다,['익숙한맛 '],"
익숙해서 그런지 여러종류 시켰는데 체다가 제일맛있네요
",['2020-04-29'],['15']
체다,사토리,헤리티지 체다,['일주일만에 두개 순삭 '],"
8세 아이가 이걸 너무 좋아해서 자꾸만 제꺼를 뺏어먹네요 ㅎㅎ 누가보면 와인안준줄.... 8세 간식입니다
",['2020-04-23'],['20']
체다,사토리,헤리티지 체다,['맛있어요 '],"
너무 짜지도 않고 맛있어요
",['2020-04-16'],['2']
체다,사토리,헤리티지 체다,['다용도 '],"
그냥도 먹고 피자에 모짜렐라 플러스로
",['2020-04-03'],['22']
체다,사토리,헤리티지 체다,['체다라고 하기 어려울정도로 아주 많이 약해요 '],"
일반 체다보다는 맛이나 질감이 모짜렐라/스트링치즈에요
",['2020-03-23'],['25']
체다,사토리,헤리티지 체다,['진짜 맛있어요 '],"
샐러드에 넣기 딱 좋아서 자주 구매해요
",['2020-03-19'],['22']
체다,사토리,헤리티지 체다,['와 정말 '],"
이것만 몇개째인지... 제 입맛에 딱이예요. 주로 샐러드에 넣어먹습니다
",['2020-03-19'],['17']
체다,사토리,헤리티지 체다,['맛있어요 '],"
체다치즈 후기보고 구매했는데 맛있네요.
샐러드에도 어울리고, 와인에도 어울리는 치즈입니다.
",['2020-03-16'],['10']
체다,사토리,헤리티지 체다,['와인이랑 '],"
같이먹기 적당하네요~~
",['2020-03-16'],['5']
체다,사토리,헤리티지 체다,['좋아요.. 자주 주문하는 상품이예요. '],"
좋아요.. 자주 주문하는 상품이예요.
",['2020-03-14'],['4']
체다,사토리,헤리티지 체다,['체다치즈 '],"
부드럽고 맛있는 체다치즈에요
",['2020-03-13'],['11']
체다,사토리,헤리티지 체다,['알리오올리오 파스타 '],"
파스타 위에 치즈를 갈아서 올려 먹었어요. 
치즈풍미가 좋아요~
",['2020-03-02'],['17']
체다,사토리,헤리티지 체다,['치즈 '],"
컬리 이용하는 이유중 하나가 치즈때문이에요. 처음 사 본 치즈 맛있네요.
",['2020-03-01'],['3']
체다,사토리,헤리티지 체다,['치즈토스트하면 맛있어요 '],"
슬라이스해서 빵에 올려 구워 먹어요 맛있어요
",['2020-02-29'],['15']
체다,사토리,헤리티지 체다,['맛좋아요 '],"
토스트로 주로 해먹는데 한끼 식사로 딱 좋습니다
",['2020-02-27'],['11']
체다,사토리,헤리티지 체다,['스파게티 '],"
스파게티에 뿌려 먹기에 부담스럽지않아요
",['2020-02-19'],['6']
체다,사토리,헤리티지 체다,['파스타용 '],"
파스타에 뿌려먹으려고 샀어요
아직 먹기전인데 후기가 좋네요
",['2020-02-18'],['11']
체다,사토리,헤리티지 체다,['괜찮아요 '],"
담백하게 먹기 좋습니다. 식빵위에 올리고 토스트기에 구워 따뜻하게 먹으면 한끼 식사로 좋습니다
",['2020-02-17'],['9']
체다,사토리,헤리티지 체다,['이것만 몇개째인지 '],"
아이도 너무 좋아해서 이렇게 간식으로 먹어요. 샐러드에도 늘 넣습니다 ^^ 부서지지도 않고 꼬린내 없이 고소해서 남녀노소 다 좋아해요.
",['2020-02-15'],['16']
체다,사토리,헤리티지 체다,['이거 너무 맛나요 '],"
또 주문할 수밖에 없는 맛
",['2020-02-12'],['6']
체다,사토리,헤리티지 체다,['좋아요 '],"
샐러드와 함께 해보세요~
",['2020-02-11'],['4']
체다,사토리,헤리티지 체다,['고소해요~ '],"
샐러드에 뿌려서 먹을려고 주문했는데 ~! 
역시 맛있네요~
",['2020-02-07'],['6']
체다,사토리,헤리티지 체다,['부드럽 '],"
샐럿레 적당........
",['2020-02-04'],['12']
체다,사토리,헤리티지 체다,['맛있어요 '],"
8살 아들도 이게 제일 맛있다고 ^^ 제가 샐러드 만들 때마다 옆에와서 훔쳐먹고 갑니다 ㅎㅎ
",['2020-02-03'],['5']
체다,사토리,헤리티지 체다,['사랑에 빠졌어요 '],"
전 숙성체다 좋아하는데 와 이거 진짜 너무 맛있어요
",['2020-01-31'],['16']
체다,사토리,헤리티지 체다,['맛있어요 '],"
맛있는 체다치즈네요
",['2020-01-24'],['4']
체다,사토리,헤리티지 체다,['아직먹기전이요 '],"
아직먹기전이지만 맛있을듯 합니다
",['2020-01-23'],['1']
체다,사토리,헤리티지 체다,['재구매 '],"
재구매 하려고 들어왔다가 
후기 남겨요 ^___^
견과류랑 먹으면 진짜 잘 어울리고 와인 생각 절로 나는 맛 ㅎ 토마토랑 베이비 시금치랑 같이 먹으면 꿀맛 ㅎ
맛있어요~!!!
",['2020-01-20'],['8']
체다,사토리,헤리티지 체다,['고소해요 '],"
부드러운 맛이에요.
",['2020-01-15'],['3']
체다,사토리,헤리티지 체다,['사토리꺼 다 맛나요 '],"
맛있게 먹고 있어요 ^^ 주로 샐러드에 넣어 먹어요~
",['2020-01-07'],['14']
체다,사토리,헤리티지 체다,['체다치즈 '],"
단단한 체다치즈는.처음 먹어보는데
샌드위치에도 잘어울리고
오믈렛 위에 뿌려먹어도 맛있네요
약간 쌉쌀한맛도 함께있어서 와인하고도 잘어울려요
",['2020-01-05'],['10']
체다,사토리,헤리티지 체다,['와인과 함께하기에 최고입니다. '],"
자주 이용하겠습니다.
",['2020-01-02'],['4']
체다,사토리,헤리티지 체다,['굿 '],"
끝맛이 살짝 짠데 고소하고 찐해요
",['2019-12-31'],['6']
체다,사토리,헤리티지 체다,['이제 리저브체다와 블랙체리잼의 패어링이 남았어요 '],"
컬리의 좋은 점은 알지 못했던 음식들을 새로운 방식으로 즐길 수 있게 해준다는 점이예요. 저에게는요. 
한꺼번에 구매했던 치즈와 잼의 페어링의 마지막을 사토리의 리저브 체다가 장식할 겁니다. 
리저브체다치즈에 파볼의 블랙체리잼을 곁들여서 맛있게!
올려주신 베지터블팬케이크도 매력적이예요.
",['2019-12-30'],['11']
체다,사토리,헤리티지 체다,['후기 '],"
쫀득하고 고소한 식감.
",['2019-12-19'],['15']
체다,사토리,헤리티지 체다,['맛있어요 '],"
뜯자마자 아이들과 흡입중이에요
그냥 먹어도 넘 맛있어요~~ 바버1833보다 덜짜고 맛있답니다 애들 빨리 재우고 와인과 먹어야겠어요
",['2019-12-14'],['5']
체다,사토리,헤리티지 체다,['꼬소 '],"
너무 꼬소한 치즈예요. 샐러드에 딱~
",['2019-12-13'],['25']
체다,사토리,헤리티지 체다,['리저브체다 '],"
배송받자마자 아침에 과일과 치즈, 야채,빵은 아이들 차려주고 저는 식은밥과 약간에 버섯 ,야채, 삶아 놓은 녹두늘 볶으면서 육수,우유,치즈를 넣어서 죽처럼 해서 먹었는데 너무 진하고 깊은맛을 맛보았답니다
",['2019-12-10'],['10']
체다,사토리,헤리티지 체다,['맛있어요 '],"
약간 짭조름한게 맛있네요.
",['2019-12-04'],['23']
체다,사토리,헤리티지 체다,['와인 안주로 좋아요 '],"
황태채위에 솔솔 뿌려 렌지에 살짝 돌려 먹으니 와인과 너무 잘 어울리네요.
",['2019-12-03'],['9']
체다,사토리,헤리티지 체다,['생각보다 더 맛나요 '],"
생각보다 부드러워요 첨에 모르고 갈아봤는데 안갈려서 슬라이스로 먹었는데 넘 맛나서 그냥 집어먹었네요
",['2019-11-30'],['13']
체다,사토리,헤리티지 체다,['맛있어요~~ '],"
샐러드에 뿌려 먹었어요~~
",['2019-11-28'],['7']
체다,사토리,헤리티지 체다,['치즈 '],"
맛나겟죠 아직안먹어봄
",['2019-11-26'],['6']
체다,사토리,헤리티지 체다,['크리미한 체다 '],"
크리미해서 고소한 맛이 강한 체다예요. 맛있어요.
",['2019-11-24'],['19']
체다,사토리,헤리티지 체다,['쓸일이 '],"
생각보다 많지는 않은데.. 뽀모 파스타 위에 갈아얹어 먹거나 사과랑 같이 먹어요
",['2019-11-23'],['19']
체다,사토리,헤리티지 체다,['그냥 먹어도 맛있어요 '],"
오래 숙성을 해서 그런지 풍미가 좋고 별다른 음식에 곁들이지 않고 그냥 먹어도 맛있어요~
",['2019-11-22'],['9']
체다,사토리,헤리티지 체다,['맛궁금해서 '],"
비싸지만 맛궁금해서 사봤어요
",['2019-11-21'],['14']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['맛있어요 '],"
부라타 비슷하면서 속은 쫀득한맛이 아주 맛있네요 재구매 하려구요
",['2020-10-28'],['3']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['맛있어요 '],"
무화과랑 찰떡궁합
개인적으로는 아주 맛있다고 생각합니다~
",['2020-10-28'],['2']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['버팔로 '],"
치즈가 부드럽고 맛있네요
",['2020-10-27'],['11']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['기대 '],"
아직 안 먹어봤지만 기대됩니다.
",['2020-10-26'],['15']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['샐러드에 곁들여먹으려고요 '],"
신선해보여 좋아요 토마토랑 먹을거에요
",['2020-10-25'],['20']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['독특.. '],"
제가 아는 고소한 생모짜렐라와는 조금 다르네요
",['2020-10-25'],['22']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['굿 '],"
토마토랑 찰떡 찰떡
맛있어요
",['2020-10-24'],['1']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['카프레제 '],"
하려고 구매했어요 맛있어요
",['2020-10-24'],['13']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['음.. '],"
끝맛이 뭔가 특이.. 이상한 맛이 나네요ㅠㅠ 부라타치즈 품절이라 이거 시켰는데 아쉽네용
",['2020-10-24'],['6']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['맛있어요. '],"
보들보들 치즈는 언제나 사랑입니다~ ",['2020-10-23'],['11']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['그냥 그래요 '],"
다음엔 그냥 부라타 먹으려구요..
",['2020-10-23'],['5']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['괜찮아요 '],"
쫀득하고 맛있었네요..
",['2020-10-20'],['2']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['고소한듯 '],"
너무 물컹하지 않고 적당히 씹히는 느낌도 있고 고소한듯
",['2020-10-20'],['11']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['고소 '],"
고소하고 맛있는 모짜렐라
",['2020-10-20'],['6']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['부드럽고 진해요 '],"
진하고 부드러운 맛이 좋네요. 그냥 먹어도 고소하고 좋아요
",['2020-10-20'],['12']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['첨 '],"
그냥 그래요 짭짤한듯
",['2020-10-19'],['11']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['무화과랑 '],"
수분많고 부드러운 치즈에요
",['2020-10-18'],['7']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['버팔로 '],"
라 콘타디나 버팔로는 처음인데 괜찮아요
",['2020-10-18'],['5']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['좋아요 '],"
산뜻하다기보다 좀 찐한 맛이에요
",['2020-10-16'],['20']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['굿굿 '],"
와인 안주로 아보카도랑 올리브오일 소금 후추 해서 
맛나게 먹었네요
",['2020-10-15'],['7']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['맛있어요 '],"
유통기한이 다가올수록 조금 쉰내가나지만
맛있었어요!
",['2020-10-15'],['6']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['모짜렐라 '],"
부라타 대신 구매해봤어요 맛있길
",['2020-10-15'],['24']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['굿 '],"
그냥 저냥 냠냠냠!
",['2020-10-14'],['5']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['맛있어요 '],"
약간 단단하긴해요!
",['2020-10-12'],['8']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['맛잇어요 '],"
샐러드 만들어서 잘 먹엇어요
",['2020-10-12'],['5']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['샐러드에 '],"
넣을려고 후기 보고 구매했어요.
",['2020-10-11'],['8']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['맛있어요~ '],"
처음 시켜봤는데 맛있네요
",['2020-10-11'],['27']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['부라타 대신으로 ㅎㅎ '],"
부라타 계속 품절이라 하루 대체 했는데 매우 만족입니다
",['2020-10-08'],['22']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['좋아욤 '],"
맛있어요!!!!!!
",['2020-10-08'],['14']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['샐러드해서 맛있게! '],"
부라타치즈가 품절되어 이 상품으로 주문해서 하몽샐러드 해 먹었는데 맛있게 잘 먹었어요! 쫀득하고 부드러운 식감~
자꾸 생각나는 치즈네요. ㅋㅋ
",['2020-10-04'],['31']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['최애 모짜렐라 '],"
쫄깃하고 고소고소해요!
",['2020-10-04'],['7']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['아직안먹어봤지만 재료가 '],"
재료가 좋은거같고 평이좋네요
",['2020-10-03'],['7']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['모짜렐라 '],"
너무 맛있는 치즈입니다~
",['2020-10-02'],['20']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['괜찮았어요 '],"
부라타없어서 사봤는데 맛있게 먹었어요
",['2020-10-01'],['5']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['모짜렐라 '],"
샐러드에 찢어넣기 좋아요 먹을만해요
",['2020-10-01'],['17']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['부타타 치즈 대신 '],"
주문했는데 맛있었어요
몽글거리기보단 단단한 제형임
토마토랑 궁합 체고
",['2020-09-30'],['13']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['짜요 '],"
좀 짜네요. 용기가 뚜껑까지 있어 보관이 용이한 건 좋지만요.
",['2020-09-30'],['4']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['고객센터 이용 후기.. 적을곳이 없어 여기에 하소... '],"
9.25(금) 주문하고 9.26(토) 택배배송받았는데요 
일부 상품이 누락되어 고객센터에 전화하니(통화연결만 10분이상 걸림)
상온제품이 배송이 안된거 같다고해서 주문 취소했는데
9.28(월)에 취소한 제품이 배송되어 왔습니다
제품 수거해 가라고 고객센터에 다시 전화했습니다(이번엔 통화연결에만 20분 걸림) 
서울 지역이 아니라 새벽 배송이 안되고, 
택배배송도 토요일에만 받을 수 있어 금요일날 상품 주문한건데
상품 누락도, 상품 수거도 참... 불편하게 하네요
제일 불편한거는 고객센터 전화 연결이 넘 어렵다는 겁니다",['2020-09-29'],['7']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['맛있어요^^ '],"
좋아요!!무화과랑 함께 먹으니 맛있어요^_^
",['2020-09-28'],['4']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['맛있어요 '],"
부라타 대용으로 좋아요
",['2020-09-28'],['17']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['맛있어요 '],"
샐러드에 찢어서 먹으면 맛있어요
다른 치즈랑은 다른 매력이 있어요
",['2020-09-27'],['16']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['맛있어요 '],"
치즈는 다 맛있지만 ㅋㅋ 이것도 참 맛있구. 먹다보면 되게 뽀얀 맛(?) 이다 싶어요
",['2020-09-27'],['3']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['별..로.. '],"
별로입니다 ㅜㅜ
이전날 시킨 다른 모짜렐라가 훨씬 맛나요
",['2020-09-24'],['16']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['맛 '],"
토마토랑 카프레제 해먹으려고 구매~ 맛있어요
",['2020-09-24'],['5']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['그냥 '],"
어떤 부분은 말라 있고.. 생각만큼 맛있진 않아요
",['2020-09-23'],['7']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['부라타와 비교하면 실망 ㅜ '],"
그냥 그래요 부라타랑 비교하려고 먹어봄
",['2020-09-23'],['28']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['치즈 '],"
부드럽고 신선하며 너무 맛있어요~
",['2020-09-23'],['12']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['부드러워요 '],"
다른 모짜렐라보다 가운데 부분이 부드러워서 샐러드에 통째로 올려서 나이프로 잘라서 먹어도 괜찮습니다
",['2020-09-23'],['18']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['맛있어요 '],"
부드럽고 신선한 맛이에요
",['2020-09-23'],['2']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['맛있어요 '],"
고소하고 쫄깃 맛나게 먹었구 재구매했습니다
",['2020-09-22'],['2']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['굿 '],"
너무 맛있습니다 !!
",['2020-09-22'],['7']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['맛있어요 '],"
셀러드에
찢어서...
좋아요
",['2020-09-22'],['11']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['이거 진짜 맛있어요 '],"
너무 맛있어서 요리에 넣기도 아까울정도예요
치즈만 썰어서 후추 뿌려서 먹고 있어요
",['2020-09-21'],['3']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['존맛... '],"
사세요 꼭사세요!! 카프레제 해먹음 좋아요
",['2020-09-21'],['1']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['맛없는 모짜렐라 '],"
두번사기 아까운 치츠ㅡㅡ
",['2020-09-21'],['4']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['맛있네요~~ '],"
토마토랑 같이 샐러드 먹음. 맛있어요~~
",['2020-09-21'],['1']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['별루여 '],"
단단하지않고
물러있는 느낌
",['2020-09-20'],['7']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['괜찮 '],"
부라타치즈 계속 품절이라 대타구매했는데
그럭저럭 먹을만 했어요 ㅋㅋ
",['2020-09-20'],['0']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['무난 '],"
샐러드 만들어 먹었는데 무난 쏘쏘
부라타가 품절돼서.
",['2020-09-19'],['4']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['향이 있어요 '],"
향이 좀 진한듯ㅠㅠ
",['2020-09-18'],['8']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['부라타보다 버팔로 '],"
요즘 부라타가 인기인데 저는 버팔로가 더 씹는 맛이 있어서 좋더라구요. 샤인머스켓이랑 같이 먹으니 꿀맛이에요
라 콘타디나 제품 부드럽고 고소하니 좋아요 :)
샤인머스켓 반으로 갈라서 넣는다 
치즈를 가운데에 놔준다 
바질페스토를 치즈 위에 올려준다 
집에 있던 복숭아 병조림 물로 젤리를 만들어서 곁들여 먹는다
",['2020-09-18'],['10']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['유통기한이 생각보다 더 짧네영 '],"
맛있을 것 같아영 ㄱ대돼요
",['2020-09-18'],['6']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['맛있어요 '],"
맛있게 잘 먹었습니다.~~
",['2020-09-17'],['1']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['모짜렐라 '],"
나쁘지않아요 맛있게먹었어요
",['2020-09-17'],['2']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['맛잇어요 '],"
언제나 만족합니다 재구매
",['2020-09-17'],['2']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['좋아요 '],"
부라타 치즈 대신 사봤어요
",['2020-09-16'],['1']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['카프레제 '],"
해먹었는데 꽤 맛있었어요
",['2020-09-16'],['7']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['괜찮네요 '],"
부라타 치즈가 계속 품절이라 구입했어요
이것도 괜찮은고같아요
",['2020-09-16'],['8']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['빨리 먹고 싶네요 '],"
컬리에서 주문을 했네요
그래도 컬리 만한 곳이 없네요!
마트보다 다양하고, 가격도 괜찮은 게 많고!
다 예전에 시켜서 먹어 본 맛이라 ㅋㅋ 잘 쓸게요
",['2020-09-16'],['1']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['아직 '],"
먹어보지않아서 맛은 모르겠어요 
터져서 와서 다른통에 보관중입니다. 
이제는 터져서왔다 말하기도 짜증납니다 
휴.
",['2020-09-16'],['7']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['고소한맛 '],"
그냥 모짜보다 더 고소하고 풍미가 있어요
",['2020-09-16'],['0']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['넘 맛잇어요 '],"
맛있게 먹었어요 또 구매
",['2020-09-15'],['1']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['샐러드만들기 추천 '],"
부라타치즈가 품절이라서 버팔로 모짜렐라로 샐러드를 만들어봤어요. 퐁신퐁신한 질감이라서 부라타치즈와 유사해요. 가격대비로 봤을 때도 괜찮은 것 같아요
샐러드만들기
1. 양상추,치커리,베이비야채 등 집에 있는 야채들을 씻어주세요.
2. 버팔로 모짜렐라를 올려주세요.
3. 발사믹소스를 뿌려주세요.
끝!!
진짜 간단한데 맛있고 건강해요
완전추천!!
즐거운 브런치 만들어보세요
",['2020-09-15'],['16']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['맛있어요 '],"
샐러드랑 피자에 토핑했는데 맛있어서 잘먹네요
",['2020-09-15'],['10']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['셀러드 '],"
야채와하몽
모짜렐라치즈만넣고
드셔도
맛나요
",['2020-09-15'],['6']
모짜렐라,라 콘타디나,버팔로 모짜렐라,['맛있어요 '],"
 모짜렐라 좋아해서 자주 구매해요
",['2020-09-14'],['5']
