review_no,category,brand,cheese_name,review_title,review_detail,review_views
67,0,0,블루치즈 크림치즈,맛있어요!! ,블루치즈 좋아해서 시켜봤는데 맛있어요!,6
397,5,39,사베치오 파마산,파마신 ,파마산 좋아해서 샀어용,17
842,6,24,110년 전통 고다치즈 3종,치즈 ,고다치즈 너무 좋아해요 맛있어요,22
114,4,39,헤리티지 체다,맨 입으로는좀 짜요 ,맨입으로 먹기에는 많이 짜네요. 다음엔 원래 사던걸로.. 갠적으로는 그냥그러네요.,7
881,6,24,110년 전통 고다치즈 3종,와인이랑 ,먹으려구요! 크기 딱 좋아요,11
729,2,7,고르곤졸라 피칸테,맛있어요 ,와인 안주로도 피자 만들때 좋아요,2
774,2,7,고르곤졸라 피칸테,너무 잘써요 ,남편이 엄천 좋아해요 ,14
183,4,39,헤리티지 체다,체다치즈 ,단단한 체다치즈는.처음 먹어보는데,10
314,5,39,사베치오 파마산,맛있어요 ,사토리 치즈 좋아요,6
294,1,9,버팔로 모짜렐라,그냥 쏘쏘 ,다음엔 다른 브랜드 사려구요. 저랑은 안맞는듯..,15
553,7,32,덴마크 까망베르 치즈,까망베르 치즈 아이들이 너무 좋아하는거에요 ,하나사서 통크게 반잘라서 한입에 넣을 정도로 좋아해여.. 좀더 세일을 많이 하면 좋겠어요,7
429,3,28,리코타,괜찮은편이랍니다. ,맛은 무난하고 신선해요!,11
7,0,0,블루치즈 크림치즈,연어베이글을 위해 ,크림치즈 구입 했어요,4
286,1,9,버팔로 모짜렐라,모짜렐라토마토샐러드 ,토마토랑 같이 먹었는데 너무 맛있었어요.,14
659,10,14,에멘탈 치즈,ㅋ ,약간 맛없어 더 진한거,7
358,5,39,사베치오 파마산,와인안주 ,지난번휴가에 와인과함께 좋은사람들과,20
760,2,7,고르곤졸라 피칸테,진하네요 ,샘킴쉐프가 고르곤졸라치즈와 파마산 치즈 조합 극찬하길래 도전해본 식재룐데 난이도 높은 치즈인가봐요..냉동에 넣어뒀는데 나중에 또띠아 사다가 꿀발라 먹어야할 듯 해요 ㅋㅋ,11
53,0,0,블루치즈 크림치즈,좀 짜네요 ,하몽 살치촌 초리조랑 같이 먹으려고 주문했는데 좀 짜네요,9
304,5,39,사베치오 파마산,잘먹었어요 ,후기보고 샀어요~~~,4
318,5,39,사베치오 파마산,맛있는 치즈네요 ,맛있는 파마산 치즈에요,5
59,0,0,블루치즈 크림치즈,맛있어요 ,맛있네요,12
548,7,32,덴마크 까망베르 치즈,쫀득 ,짜지않고 쫀득해요 하몽이랑 먹으니 맛나요,6
934,8,32,덴마크 브리 치즈,재구매 ,저번에 주문한거 맛이 괜찮아서 두개 더 주문했어요. 마침세일해서 득템,3
191,4,39,헤리티지 체다,맛있어요 ,약간 짭조름한게 맛있네요.,23
303,5,39,사베치오 파마산,맛있어요. ,파스타나 리조또 먹을때 뿌리려고 샀어요. ,3
257,1,9,버팔로 모짜렐라,괜찮 ,부라타치즈 계속 품절이라 대타구매했는데,0
363,5,39,사베치오 파마산,맛있어요 ,파스타에 갈아서 넣으니까 맛있어요,8
560,7,32,덴마크 까망베르 치즈,좋아요 ,오랜만에 와인에 치즈가 급 먹고싶어서 주문했는데 아직 개봉전이라 맛은 모르겠고 겉포장은 잘되어 왔네요,5
143,4,39,헤리티지 체다,맛이 ,풍부한 치즈인거 같아요. 먹던 치즈가 계속 품절이라 요게 후기 좋아서 한 번 주문해봤어요. 나 체다치즈다ㅎ하는 깊은 맛인거 같네요,6
6,0,0,블루치즈 크림치즈,크림치즈 ,꾸덕하니 정말 맛있어요 초딩입맛에도 잘 맞나봐요,3
609,10,14,에멘탈 치즈,와인과 치즈 ,너무 잘어울리는 조합..괜챦았어요.,7
734,2,7,고르곤졸라 피칸테,고르곤졸라 ,파스타나 피자에 풍미업~,2
319,5,39,사베치오 파마산,파스타 ,파스타에 넣었는데 잘 어우러 지고 괜찮아요,3
69,0,0,블루치즈 크림치즈,블루치즈 ,컬리 통밀빵에발라먹어봄ㅎ 크림치즈맛이 많이날거라생각햇지만 블루치즈맛이강하다항~~ ㅋㅋ 식사로말고 난 와인안주로 크래커랑먹는걸로..,11
838,6,24,110년 전통 고다치즈 3종,제철과일이랑 곁들여 먹어요 ,생크림에 고르곤졸라랑 고다치즈 끓이면서 녹이고 후추 넉넉하게 뿌려서 냉장실에 굳히면 딱딱한 과일에 곁들여 먹기 정말 좋아요. 손님 왔을 때 그냥 과일 내놓기 보다는 치즈도 같이 얹어서 주면 좀 더 신경쓰는 것 같아서 잘 사용하고 있는 레시피에요,21
83,0,0,블루치즈 크림치즈,블루치즈 ,식빵에 발라먹기좋아요,8
998,8,32,덴마크 브리 치즈,브리치즈 ,브리치즈 샌드위치 만드려고 샀어요 ,1
176,4,39,헤리티지 체다,맛있어요 ,8살 아들도 이게 제일 맛있다고 ^^ 제가 샐러드 만들 때마다 옆에와서 훔쳐먹고 갑니다 ㅎㅎ,5
561,7,32,덴마크 까망베르 치즈,안주 ,와인안주로 최고예요,6
850,6,24,110년 전통 고다치즈 3종,괜찮네요 ,꽤 먹을만 해요 !,2
702,2,7,고르곤졸라 피칸테,빵과 함께 ,빵에 발라서 먹어도 맛있어요~,2
732,2,7,고르곤졸라 피칸테,처음 구매 ,고르곤졸라피자 도전해보려고 구매했어요,3
590,7,32,덴마크 까망베르 치즈,맥주 안주 ,맥주 안주로 아주 좋아요.,13
444,3,28,리코타,굿 ,신싄하고 샐러드에 먹기조아요,0
923,8,32,덴마크 브리 치즈,브리치즈 ,맛있을 것 같네요...,1
136,4,39,헤리티지 체다,어디든 다 잘어울려요 ,안주로 크래커랑 먹어도 맛있고 샐러드 위에 뿌려 먹어도 맛나요,6
421,3,28,리코타,맛나요 ,리코타샐러드 해먹음 넘 맛나요,9
194,4,39,헤리티지 체다,맛있어요~~ ,샐러드에 뿌려 먹었어요~~,7
456,3,28,리코타,굿 ,무난해요 좀 단단함,1
468,3,28,리코타,리코타 ,샐러드 해 먹을려고,2
878,6,24,110년 전통 고다치즈 3종,치즈 ,체즈를 너무 좋아해서 구입했어요,3
227,1,9,버팔로 모짜렐라,부라타 대신으로 ㅎㅎ ,부라타 계속 품절이라 하루 대체 했는데 매우 만족입니다,22
862,6,24,110년 전통 고다치즈 3종,치즈를 좋아하지 않는 분들과 함께 먹으려고 ,그랑크뤼 구매하려다가 로얄고다로 주문했는데,16
634,10,14,에멘탈 치즈,괜찮아요 ,경성 치즈가 생각나서 구매,13
368,5,39,사베치오 파마산,너무맛있어요 ,고소함과 깊은 풍미가 아주 최고에요!,10
448,3,28,리코타,샐러드 해먹으려고 주문 ,오랜만에 밖에서 파는 리코타치즈샐러드 먹고싶어서 주문했는데 치즈가 얼마나 비슷할지 좀 걱정되네요..여러개 중에 콜롬보 리코타치즈 후기가 괜찮은것 같아서 시켰어요,9
327,5,39,사베치오 파마산,부드럽고 ,맛잇어요........,12
512,7,32,덴마크 까망베르 치즈,너무 맛있어오 ,가성비 굉장히 좋네요,3
125,4,39,헤리티지 체다,맛있어요~ ,가격대가 있어서 고민을 옴총 하다가 구입했는데 맛있네요 ㅎㅎ,9
975,8,32,덴마크 브리 치즈,좋아요 ,여러음식에 사용하려고 구매했는데 좋네요,5
863,6,24,110년 전통 고다치즈 3종,고소하고 맛있어요 ,와인과 함께 먹으니 좋네요,16
119,4,39,헤리티지 체다,맛 ,잇어요 치즈.....,0
849,6,24,110년 전통 고다치즈 3종,크기적당 ,크기적당하거 좋아요. 에이지드 말고 기본으로 주문했어요,14
338,5,39,사베치오 파마산,요런 ,통 파마산은 첨인데 기대되네요^^,20
777,2,7,고르곤졸라 피칸테,재구매했어요 ,너무 맛있어서 재구매했습니더 ㅎㅎㅎ,9
473,3,28,리코타,리코타 ,여기저기 같이 곁들여먹기 좋아요,1
200,1,9,버팔로 모짜렐라,맛있어요 ,부라타 비슷하면서 속은 쫀득한맛이 아주 맛있네요 재구매 하려구요,3
228,1,9,버팔로 모짜렐라,좋아욤 ,맛있어요!!!!!!,14
505,7,32,덴마크 까망베르 치즈,까맹베르 ,치즈는 어떻게먹어야 맛있을까용,3
921,8,32,덴마크 브리 치즈,잘 받았어요 ,브리치즈구이 해먹었어요.,0
618,10,14,에멘탈 치즈,맛있어요 ,고다보다는 라이트 하지만 꽤 맛있어요,4
916,8,32,덴마크 브리 치즈,좋아요 ,자주애용해요 와인과굿,3
326,5,39,사베치오 파마산,갈아서 ,파스타 위에 올려먹으려규요,1
462,3,28,리코타,슴슴담백 ,묘한 맛이에요 ㅋㅋ 맛있어요,3
488,3,28,리코타,좋아요 ,두번째 사먹는 데,3
519,7,32,덴마크 까망베르 치즈,치즈 ,이거 은근 괜찮습니다 초보자도 괜찮을 맛,0
699,10,14,에멘탈 치즈,맛있어요 ,짜지도 않고 고소하네요,12
76,0,0,블루치즈 크림치즈,굿 ,아직 먹기전이지만 맛날고같아요 ㅎㅎ,7
481,3,28,리코타,함께 구입한 ,발사믹식초랑 샐러드해서 먹으려고 샀어요,0
147,4,39,헤리티지 체다,맛있어요 ,재구매 할꺼에요. 빵도 크랙커에도 와인에도 모두 잘 어울려요,2
398,5,39,사베치오 파마산,후기가 좋아 ,주문했어요 와인과 먹을려고합니다,20
496,3,28,리코타,쏘쏘 ,아주 맛있지도 맛없지도 않은 맛,2
129,4,39,헤리티지 체다,첨 먹어볼 치즈 입니다. ,이 치즈는 첨 먹어보는 치즈 입니다.,10
463,3,28,리코타,샐러드 ,무난하게 맛있어용~,9
873,6,24,110년 전통 고다치즈 3종,짱이예요 ,맛있어요 와인이랑 잘 어울려요,16
821,6,24,110년 전통 고다치즈 3종,와인에 먹기 좋아요 ,간단히 와인먹을때 안주로 좋아요.,5
78,0,0,블루치즈 크림치즈,블루치즈 맛있네요 ,아웃백에서 부시맨빵에 먹던 블루치즈 생각하고,14
126,4,39,헤리티지 체다,짭잘 깔끔한 ,치즈~~ 풍미는 진하지 않아서 호불호 없을거같은데 짭잘해요,2
236,1,9,버팔로 모짜렐라,짜요 ,좀 짜네요. 용기가 뚜껑까지 있어 보관이 용이한 건 좋지만요.,4
256,1,9,버팔로 모짜렐라,별루여 ,단단하지않고,7
159,4,39,헤리티지 체다,와 정말 ,이것만 몇개째인지... 제 입맛에 딱이예요. 주로 샐러드에 넣어먹습니다,17
563,7,32,덴마크 까망베르 치즈,맛있넹~ ,아메리카노 한잔에 까망베르 치즈 두조각~,5
442,3,28,리코타,부드러워요.. ,부드러워 샐러드에 같이 먹기 좋아요..,3
189,4,39,헤리티지 체다,꼬소 ,너무 꼬소한 치즈예요. 샐러드에 딱~,25
502,7,32,덴마크 까망베르 치즈,와인안주 ,오븐에 살짝 돌려서 메이플시럽에 견과류 올려 먹으니 순삭이네요ㅎ,0
893,6,24,110년 전통 고다치즈 3종,로얄 그랑크뤼 ,엄청 꼬릿꼬릿하고 짜고 소금 같은게 씹혀요,4
654,10,14,에멘탈 치즈,에멘탈 치즈 ,에멘탈 치즈 좋아하는데 이건 담백하고 맛있어요,22
198,4,39,헤리티지 체다,그냥 먹어도 맛있어요 ,오래 숙성을 해서 그런지 풍미가 좋고 별다른 음식에 곁들이지 않고 그냥 먹어도 맛있어요~,9
793,2,7,고르곤졸라 피칸테,크림파스타 맛있어요 ,진하고 맛있어요. 만족해요,17
718,2,7,고르곤졸라 피칸테,향이 ,매우 강하네요 피자 구워먹을때 토핑으로 얹어 구우면 더 맛있어요,4
914,8,32,덴마크 브리 치즈,브리 ,빵위에 올려먹으면 굳!,1
336,5,39,사베치오 파마산,치즈는 사토리! ,맛있어서 5번넘게 구매하는것같아요,17
866,6,24,110년 전통 고다치즈 3종,자주 사요 ,한 번 사 본 이후 계속 먹게 되요 짭조름하니 맛있어요!,14
762,2,7,고르곤졸라 피칸테,괜찮은듯 ,피자만들어 먹는다고샀어요,5
187,4,39,헤리티지 체다,후기 ,쫀득하고 고소한 식감.,15
337,5,39,사베치오 파마산,굿 ,이곳저곳 활용도 높은 치즈,14
466,3,28,리코타,조금 아쉽네용 ,속으로 퍼내니 물기가 생각보다 많아요 ㅠ,11
852,6,24,110년 전통 고다치즈 3종,요긴 ,요리할때도 가끔 넣고..,13
580,7,32,덴마크 까망베르 치즈,애정하는 카스텔로 까망베르 ,항상 쟁여둡니다. ㅎㅎ,11
235,1,9,버팔로 모짜렐라,부타타 치즈 대신 ,주문했는데 맛있었어요,13
105,4,39,헤리티지 체다,치즈가 맛있네요 ,치즈가 맛있네요 강추,2
98,0,0,블루치즈 크림치즈,맛나요 ,후훗 맛나요 아주ㅎ,6
178,4,39,헤리티지 체다,맛있어요 ,맛있는 체다치즈네요,4
203,1,9,버팔로 모짜렐라,기대 ,아직 안 먹어봤지만 기대됩니다.,15
811,6,24,110년 전통 고다치즈 3종,와인안주 ,"아직 먹기전인데,포장이 잘되어 있어서 좋아요",3
477,3,28,리코타,부드러운데 ,진한 느낌이 없네요,6
499,3,28,리코타,고소고소 ,보드랍고 고소하고 넘 맛잇어요~~,11
907,8,32,덴마크 브리 치즈,첫구매 대만족 ,브리치즈 처음 먹어보는데 쫀득? 한 식감이 좋아요,3
879,6,24,110년 전통 고다치즈 3종,무난하고 고소해요 ,가격도 저렴한 편이고 간편한 안주로 좋아요,15
152,4,39,헤리티지 체다,아이가 너무 좋아해서 ,제걸로 샀는데 아이가 자꾸만 먹어요 ㅎㅎ 약간 말랑하지만 갈아서 파스타에 얹어줘도 잘먹어요,11
173,4,39,헤리티지 체다,좋아요 ,샐러드와 함께 해보세요~,4
562,7,32,덴마크 까망베르 치즈,짭잘 ,은근 끝맛이짭잘하네요,8
573,7,32,덴마크 까망베르 치즈,맛있어요 ,부드럽고 짜지도 않고 맛있었어요,8
931,8,32,덴마크 브리 치즈,치즈 ,카스텔로 덴마크 브리 치즈 정말 고소하고 맛있어요,3
586,7,32,덴마크 까망베르 치즈,오 진하고 고소하오 ,받자마자 다 먹어버렷네요 ㅎㅎㅎ,7
229,1,9,버팔로 모짜렐라,샐러드해서 맛있게! ,부라타치즈가 품절되어 이 상품으로 주문해서 하몽샐러드 해 먹었는데 맛있게 잘 먹었어요! 쫀득하고 부드러운 식감~,31
306,5,39,사베치오 파마산,파스타랑 ,구매평이 좋아사 구매합니당 ,6
211,1,9,버팔로 모짜렐라,괜찮아요 ,쫀득하고 맛있었네요..,2
720,2,7,고르곤졸라 피칸테,좋아요 ,저렴한 가격에 잘 산 것 같아요.,1
926,8,32,덴마크 브리 치즈,우앙 맛있습니다. ,하몽이랑 같이! 맛있습니다.,4
489,3,28,리코타,맛있어요 ,고소하고 맛있네요,2
574,7,32,덴마크 까망베르 치즈,좋아하는거 ,"뭐라쓰나요,치즈맛 좋아",11
350,5,39,사베치오 파마산,제품 설명읽고 구매해 봄 ,이탈리아 산이랑 어떻게 다를지 궁금~,23
622,10,14,에멘탈 치즈,에멘탈 ,에멘탈 좋아해서 구매했습니다,14
902,8,32,덴마크 브리 치즈,와인안주 ,와인안주와 샌드위치로 활용하기 좋아요,2
983,8,32,덴마크 브리 치즈,브리치즈 ,요건 첨 구매하는데 맛있기를,2
64,0,0,블루치즈 크림치즈,좋아여 ,처음사봤는데 맛있어요,6
751,2,7,고르곤졸라 피칸테,맛잇어요 ,유통기한 짧아서 잘 보관해야함,10
90,0,0,블루치즈 크림치즈,맛있네요 ,소화 가능할만큼 적당한 블루치즈향,1
221,1,9,버팔로 모짜렐라,모짜렐라 ,부라타 대신 구매해봤어요 맛있길,24
564,7,32,덴마크 까망베르 치즈,재구매 ,맛있는 제품 저렴하게 구매해서 좋네요~,9
669,10,14,에멘탈 치즈,가성비 굿 연속 재구매 ,연속재구매 중. 샌드위치 속의 엔젤,20
474,3,28,리코타,맛있네요 ,샐러드 도시락 싸갑니당,4
120,4,39,헤리티지 체다,몬아모레 체다랑 또 다른 매력 ,"몬아모레 체다랑 비교해서 먹어보려고 헤리티지 체다 구매해봤어요. 좀 더 경성치즈이고, 또 다른 매력이네요.",8
395,5,39,사베치오 파마산,아직 ,먹어보진 않았는데 생각보다 작았어요,0
62,0,0,블루치즈 크림치즈,향이진해요 ,가족들이 맛있대요~,12
779,2,7,고르곤졸라 피칸테,피자위에 토핑 굿 ,고르곤졸라 피자 만들어 먹으니 맛있어요~~,7
589,7,32,덴마크 까망베르 치즈,까망베르 ,보다 브리가 더 맛있어요,3
166,4,39,헤리티지 체다,치즈토스트하면 맛있어요 ,슬라이스해서 빵에 올려 구워 먹어요 맛있어요,15
249,1,9,버팔로 모짜렐라,맛있어요 ,고소하고 쫄깃 맛나게 먹었구 재구매했습니다,2
965,8,32,덴마크 브리 치즈,브리치즈 ,너무좋아요!! 샌드위치용으로 구매♡,11
185,4,39,헤리티지 체다,굿 ,끝맛이 살짝 짠데 고소하고 찐해요,6
100,4,39,헤리티지 체다,아마 수십개 먹은듯... ,샐러드에 무난히 어울리고 아이도 잘먹어요,4
612,10,14,에멘탈 치즈,무난해요 ,샌드위치용으로 딱,2
434,3,28,리코타,좋아요 ,맛잇어요 가격도적당해여,3
650,10,14,에멘탈 치즈,에멘탈 치즈 ,얇고 작고 귀여워요,5
594,7,32,덴마크 까망베르 치즈,좋아하는 까망베르.. ,한번씩 구매해요!!,3
554,7,32,덴마크 까망베르 치즈,부드러워요 ,덴마크 치즈는 처음 먹어보는것 같은데 괜찮네요. 가족 중 카스텔로 자주 먹던 사람이 있어서 맛은 안심하고 먹었어요. 질감은 부드럽고 맛도 무난해요. 그램수가 큰 편은 아니어서 그런지 좀 얇아서 잘라먹기 펀해요.,2
792,2,7,고르곤졸라 피칸테,좋아요 ,소분해서 보관했어요,7
35,0,0,블루치즈 크림치즈,향이 진하고 좋아요 ,빵에 발라먹기 편하고 향도 좋아요,7
418,3,28,리코타,단맛이약함 ,이건 단맛이좀 약한듯합니다,12
577,7,32,덴마크 까망베르 치즈,두번째 ,유통기한도 길고 두번째 구매요,6
259,1,9,버팔로 모짜렐라,향이 있어요 ,향이 좀 진한듯ㅠㅠ,8
465,3,28,리코타,맛있어요 ,몽글몽글 맛있어요,4
651,10,14,에멘탈 치즈,에멘탈 치즈 ,좋아요~~ 조금 작긴 해요,5
4,0,0,블루치즈 크림치즈,맛있어요 ,계속 재구매할것같아요,3
9,0,0,블루치즈 크림치즈,적당적당 ,그냥 발라먹기 적당. 쿰쿰한 냄새가 많이 나진 않은데 그렇다고 맛있지도 않음...,3
234,1,9,버팔로 모짜렐라,모짜렐라 ,샐러드에 찢어넣기 좋아요 먹을만해요,17
771,2,7,고르곤졸라 피칸테,맛있어요 ,고르곤졸라 피자 만들어 먹으니 참 맛있네요,13
601,10,14,에멘탈 치즈,이름이 ,귀여워요 ㅜ무슨맛일까요,9
510,7,32,덴마크 까망베르 치즈,맛있어요 ,와인이랑 같이 먹으려고 샀는데 좋아요,2
71,0,0,블루치즈 크림치즈,크림치즈 ,원래 블루치즈 좋아하는데 바게트 빵에 발라먹으니까 진짜 꿀맛이네요,13
252,1,9,버팔로 모짜렐라,이거 진짜 맛있어요 ,너무 맛있어서 요리에 넣기도 아까울정도예요,3
403,3,28,리코타,리코타 최고 ,부드럽고 담백한 우유맛이 너무 좋아요 ,5
88,0,0,블루치즈 크림치즈,고소해요 ,살짝 블루치즈 꼬리꼬리한 냄새는 나지만,2
958,8,32,덴마크 브리 치즈,굿 ,순한맛이라서 부담없고 좋아요,0
892,6,24,110년 전통 고다치즈 3종,친구네서먹고 주문 ,친구네서 먹었는데 아이도 넘좋아해서 구매...,2
310,5,39,사베치오 파마산,굿굿 ,그레이터가 아직 없어서 칼로 으깨 먹었는데 맛있었어요,12
901,8,32,덴마크 브리 치즈,브리 ,좋아서 재구매했어요,0
555,7,32,덴마크 까망베르 치즈,쓴맛나는데 뭐가 맛있다는 거예요? ,까망베르치즈 원래 이런 맛인가요? 어떻게 해먹어야 맛있는 건가요? 선물로 샀는데 맛이 애매해서 아쉬웠어요 ㅠㅠ,9
727,2,7,고르곤졸라 피칸테,샐러드용 ,그린샐러드에 호두강정과 무화과 오렌지 리코타에 고르곤졸라까지 넣어서 냠냠.,7
